WeekEnding,HSCP,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20210627,S37000016,Planned,,Medical (incl. Cardiology & Cancer),,38,50,-24
20210627,S37000016,Planned,,Paediatrics (medical & surgical),,7,5,40
20210627,S37000016,Planned,,Paediatrics (medical),,7,4.5,55.6
20210627,S37000016,Planned,,Surgery,,66,112,-41.1
20210627,S37000017,Planned,,All,d,62,67.5,-8.1
20210627,S37000017,Planned,,Medical (excl. Cardiology & Cancer),,10,17,-41.2
20210627,S37000017,Planned,,Medical (incl. Cardiology & Cancer),,14,22,-36.4
20210627,S37000017,Planned,,Surgery,,45,33.5,34.3
20210627,S37000018,Planned,,All,d,51,52,-1.9
20210627,S37000018,Planned,,Cancer,,9,3.5,157.1
20210627,S37000018,Planned,,Medical (excl. Cardiology & Cancer),,16,7.5,113.3
20210627,S37000018,Planned,,Medical (incl. Cardiology & Cancer),,25,14,78.6
20210627,S37000018,Planned,,Surgery,,18,30.5,-41
20210627,S37000019,Planned,,All,d,36,59.5,-39.5
20210627,S37000019,Planned,,Medical (excl. Cardiology & Cancer),,9,8,12.5
20210627,S37000019,Planned,,Medical (incl. Cardiology & Cancer),,12,13.5,-11.1
20210627,S37000019,Planned,,Surgery,,21,37.5,-44
20210627,S37000020,Planned,,All,d,37,64.5,-42.6
20210627,S37000020,Planned,,Medical (excl. Cardiology & Cancer),,8,6,33.3
20210627,S37000020,Planned,,Medical (incl. Cardiology & Cancer),,11,9.5,15.8
20210627,S37000020,Planned,,Surgery,,23,51.5,-55.3
20210627,S37000022,Planned,,All,d,11,17.5,-37.1
20210627,S37000022,Planned,,Medical (incl. Cardiology & Cancer),,6,7.5,-20
20210627,S37000024,Planned,,All,d,101,137.5,-26.5
20210627,S37000024,Planned,,Gynaecology,,10,12,-16.7
20210627,S37000024,Planned,,Medical (excl. Cardiology & Cancer),,27,25.5,5.9
20210627,S37000024,Planned,,Medical (incl. Cardiology & Cancer),,33,43.5,-24.1
20210627,S37000024,Planned,,Surgery,,56,76,-26.3
20210627,S37000025,Planned,,All,d,62,76,-18.4
20210627,S37000025,Planned,,Cardiology,,8,6,33.3
20210627,S37000025,Planned,,Community,,15,16,-6.2
20210627,S37000025,Planned,,Medical (excl. Cardiology & Cancer),,9,10,-10
20210627,S37000025,Planned,,Medical (incl. Cardiology & Cancer),,18,19,-5.3
20210627,S37000025,Planned,,Surgery,,28,40,-30
20210627,S37000026,Planned,,All,d,10,14,-28.6
20210627,S37000026,Planned,,Surgery,,6,8.5,-29.4
20210627,S37000027,Planned,,All,d,25,46,-45.7
20210627,S37000027,Planned,,Medical (incl. Cardiology & Cancer),,5,11,-54.5
20210627,S37000027,Planned,,Surgery,,19,32.5,-41.5
20210627,S37000028,Planned,,All,d,165,203.5,-18.9
20210627,S37000028,Planned,,Medical (excl. Cardiology & Cancer),,23,34.5,-33.3
20210627,S37000028,Planned,,Medical (incl. Cardiology & Cancer),,27,44.5,-39.3
20210627,S37000028,Planned,,Paediatrics (medical & surgical),,61,53.5,14
20210627,S37000028,Planned,,Paediatrics (medical),,60,51.5,16.5
20210627,S37000028,Planned,,Surgery,,74,96,-22.9
20210627,S37000029,Planned,,All,d,88,97.5,-9.7
20210627,S37000029,Planned,,Medical (excl. Cardiology & Cancer),,33,26,26.9
20210627,S37000029,Planned,,Medical (incl. Cardiology & Cancer),,38,30.5,24.6
20210627,S37000029,Planned,,Surgery,,45,57.5,-21.7
20210627,S37000030,Planned,,All,d,72,92.5,-22.2
20210627,S37000030,Planned,,Gynaecology,,6,6,0
20210627,S37000030,Planned,,Medical (excl. Cardiology & Cancer),,18,12.5,44
20210627,S37000030,Planned,,Medical (incl. Cardiology & Cancer),,24,20,20
20210627,S37000030,Planned,,Paediatrics (medical & surgical),,8,7,14.3
20210627,S37000030,Planned,,Paediatrics (medical),,8,7,14.3
20210627,S37000030,Planned,,Surgery,,34,55,-38.2
20210627,S37000031,Planned,,All,d,31,27.5,12.7
20210627,S37000031,Planned,,Medical (excl. Cardiology & Cancer),,10,3.5,185.7
20210627,S37000031,Planned,,Medical (incl. Cardiology & Cancer),,11,5.5,100
20210627,S37000031,Planned,,Surgery,,17,18,-5.6
20210627,S37000032,Planned,,All,d,180,217,-17.1
20210627,S37000032,Planned,,Cancer,,12,9.5,26.3
20210627,S37000032,Planned,,Cardiology,,17,14.5,17.2
20210627,S37000032,Planned,,Community,,8,3.5,128.6
20210627,S37000032,Planned,,Gynaecology,,7,15,-53.3
20210627,S37000032,Planned,,Medical (excl. Cardiology & Cancer),,28,39,-28.2
20210627,S37000032,Planned,,Medical (incl. Cardiology & Cancer),,57,63,-9.5
20210627,S37000032,Planned,,Surgery,,104,127,-18.1
20210627,S37000033,Planned,,All,d,72,92.5,-22.2
20210627,S37000033,Planned,,Gynaecology,,6,6.5,-7.7
20210627,S37000033,Planned,,Medical (excl. Cardiology & Cancer),,11,6.5,69.2
20210627,S37000033,Planned,,Medical (incl. Cardiology & Cancer),,15,15,0
20210627,S37000033,Planned,,Paediatrics (medical & surgical),,5,5,0
20210627,S37000033,Planned,,Surgery,,46,63.5,-27.6
20210627,S37000034,Planned,,All,d,502,517.5,-3
20210627,S37000034,Planned,,Cancer,,16,12.5,28
20210627,S37000034,Planned,,Cardiology,,24,19,26.3
20210627,S37000034,Planned,,Gynaecology,,47,47,0
20210627,S37000034,Planned,,Medical (excl. Cardiology & Cancer),,123,156,-21.2
20210627,S37000034,Planned,,Medical (incl. Cardiology & Cancer),,163,187.5,-13.1
20210627,S37000034,Planned,,Paediatrics (medical & surgical),,20,32,-37.5
20210627,S37000034,Planned,,Paediatrics (medical),,17,23.5,-27.7
20210627,S37000034,Planned,,Surgery,,269,249.5,7.8
20210627,S37000035,Planned,,All,d,208,228,-8.8
20210627,S37000035,Planned,,Gynaecology,,5,15.5,-67.7
20210627,S37000035,Planned,,Medical (excl. Cardiology & Cancer),,50,26.5,88.7
20210627,S37000035,Planned,,Medical (incl. Cardiology & Cancer),,58,35,65.7
20210627,S37000035,Planned,,Paediatrics (medical & surgical),,51,58.5,-12.8
20210627,S37000035,Planned,,Paediatrics (medical),,48,54.5,-11.9
20210627,S37000035,Planned,,Surgery,,94,118.5,-20.7
20210704,S37000001,Planned,,All,d,74,134.5,-45
20210704,S37000001,Planned,,Gynaecology,,8,6.5,23.1
20210704,S37000001,Planned,,Medical (excl. Cardiology & Cancer),,11,42.5,-74.1
20210704,S37000001,Planned,,Medical (incl. Cardiology & Cancer),,17,46,-63
20210704,S37000001,Planned,,Surgery,,45,77.5,-41.9
20210704,S37000002,Planned,,All,d,97,174,-44.3
20210704,S37000002,Planned,,Cancer,,5,5.5,-9.1
20210704,S37000002,Planned,,Gynaecology,,5,8,-37.5
20210704,S37000002,Planned,,Medical (excl. Cardiology & Cancer),,14,40,-65
20210704,S37000002,Planned,,Medical (incl. Cardiology & Cancer),,21,49.5,-57.6
20210704,S37000002,Planned,,Surgery,,64,105,-39
20210704,S37000003,Planned,,All,d,60,82,-26.8
20210704,S37000003,Planned,,Gynaecology,,5,7.5,-33.3
20210704,S37000003,Planned,,Medical (excl. Cardiology & Cancer),,10,16.5,-39.4
20210704,S37000003,Planned,,Medical (incl. Cardiology & Cancer),,13,20.5,-36.6
20210704,S37000003,Planned,,Paediatrics (medical & surgical),,5,5.5,-9.1
20210704,S37000003,Planned,,Surgery,,37,48,-22.9
20210704,S37000004,Planned,,All,d,79,91,-13.2
20210704,S37000004,Planned,,Cancer,,5,5,0
20210704,S37000004,Planned,,Community,,5,5,0
20210704,S37000004,Planned,,Medical (excl. Cardiology & Cancer),,15,18.5,-18.9
20210704,S37000004,Planned,,Medical (incl. Cardiology & Cancer),,24,28,-14.3
20210704,S37000004,Planned,,Surgery,,44,50.5,-12.9
20210704,S37000005,Planned,,All,d,82,95.5,-14.1
20210704,S37000005,Planned,,Medical (excl. Cardiology & Cancer),,34,32.5,4.6
20210704,S37000005,Planned,,Medical (incl. Cardiology & Cancer),,38,39.5,-3.8
20210704,S37000005,Planned,,Paediatrics (medical & surgical),,9,3.5,157.1
20210704,S37000005,Planned,,Paediatrics (medical),,9,3,200
20210704,S37000005,Planned,,Surgery,,31,47,-34
20210704,S37000006,Planned,,All,d,87,113,-23
20210704,S37000006,Planned,,Cancer,,8,6,33.3
20210704,S37000006,Planned,,Community,,12,8.5,41.2
20210704,S37000006,Planned,,Medical (excl. Cardiology & Cancer),,14,27,-48.1
20210704,S37000006,Planned,,Medical (incl. Cardiology & Cancer),,24,38,-36.8
20210704,S37000006,Planned,,Paediatrics (medical & surgical),,11,8,37.5
20210704,S37000006,Planned,,Paediatrics (medical),,11,7.5,46.7
20210704,S37000006,Planned,,Surgery,,38,54.5,-30.3
20210704,S37000007,Planned,,All,d,74,97.5,-24.1
20210704,S37000007,Planned,,Medical (excl. Cardiology & Cancer),,19,29,-34.5
20210704,S37000007,Planned,,Medical (incl. Cardiology & Cancer),,22,36.5,-39.7
20210704,S37000007,Planned,,Paediatrics (medical & surgical),,9,9.5,-5.3
20210704,S37000007,Planned,,Paediatrics (medical),,9,8.5,5.9
20210704,S37000007,Planned,,Surgery,,42,41,2.4
20210704,S37000008,Planned,,All,d,33,56,-41.1
20210704,S37000008,Planned,,Medical (incl. Cardiology & Cancer),,5,9,-44.4
20210704,S37000008,Planned,,Surgery,,28,36,-22.2
20210704,S37000009,Planned,,All,d,80,106.5,-24.9
20210704,S37000009,Planned,,Gynaecology,,8,5,60
20210704,S37000009,Planned,,Medical (excl. Cardiology & Cancer),,14,27,-48.1
20210704,S37000009,Planned,,Medical (incl. Cardiology & Cancer),,18,35.5,-49.3
20210704,S37000009,Planned,,Surgery,,53,64.5,-17.8
20210704,S37000010,Planned,,All,d,55,55,0
20210704,S37000010,Planned,,Cancer,,8,3.5,128.6
20210704,S37000010,Planned,,Medical (excl. Cardiology & Cancer),,6,13.5,-55.6
20210704,S37000010,Planned,,Medical (incl. Cardiology & Cancer),,16,19.5,-17.9
20210704,S37000010,Planned,,Surgery,,33,30.5,8.2
20210704,S37000011,Planned,,All,d,60,84.5,-29
20210704,S37000011,Planned,,Gynaecology,,5,6.5,-23.1
20210704,S37000011,Planned,,Medical (excl. Cardiology & Cancer),,21,16,31.2
20210704,S37000011,Planned,,Medical (incl. Cardiology & Cancer),,23,22,4.5
20210704,S37000011,Planned,,Surgery,,28,53.5,-47.7
20210704,S37000012,Planned,,All,d,164,230,-28.7
20210704,S37000012,Planned,,Cancer,,13,11.5,13
20210704,S37000012,Planned,,Cardiology,,5,6.5,-23.1
20210704,S37000012,Planned,,Gynaecology,,14,16,-12.5
20210704,S37000012,Planned,,Medical (excl. Cardiology & Cancer),,32,53.5,-40.2
20210704,S37000012,Planned,,Medical (incl. Cardiology & Cancer),,50,71.5,-30.1
20210704,S37000012,Planned,,Paediatrics (medical & surgical),,8,5.5,45.5
20210704,S37000012,Planned,,Paediatrics (medical),,7,4,75
20210704,S37000012,Planned,,Surgery,,91,137,-33.6
20210704,S37000013,Planned,,All,d,107,120.5,-11.2
20210704,S37000013,Planned,,Cardiology,,7,2.5,180
20210704,S37000013,Planned,,Medical (excl. Cardiology & Cancer),,34,46,-26.1
20210704,S37000013,Planned,,Medical (incl. Cardiology & Cancer),,43,50.5,-14.9
20210704,S37000013,Planned,,Paediatrics (medical & surgical),,19,5.5,245.5
20210704,S37000013,Planned,,Paediatrics (medical),,19,5,280
20210704,S37000013,Planned,,Surgery,,43,57,-24.6
20210704,S37000016,Planned,,All,d,144,181,-20.4
20210704,S37000016,Planned,,Community,,18,12,50
20210704,S37000016,Planned,,Gynaecology,,8,10,-20
20210704,S37000016,Planned,,Medical (excl. Cardiology & Cancer),,26,34,-23.5
20210704,S37000016,Planned,,Medical (incl. Cardiology & Cancer),,33,47.5,-30.5
20210704,S37000016,Planned,,Paediatrics (medical & surgical),,11,8.5,29.4
20210704,S37000016,Planned,,Paediatrics (medical),,9,8,12.5
20210704,S37000016,Planned,,Surgery,,74,102.5,-27.8
20210704,S37000017,Planned,,All,d,47,59,-20.3
20210704,S37000017,Planned,,Medical (excl. Cardiology & Cancer),,8,11.5,-30.4
20210704,S37000017,Planned,,Medical (incl. Cardiology & Cancer),,13,16,-18.8
20210704,S37000017,Planned,,Surgery,,29,34.5,-15.9
20210704,S37000018,Planned,,All,d,46,59.5,-22.7
20210704,S37000018,Planned,,Cancer,,5,3,66.7
20210704,S37000018,Planned,,Medical (excl. Cardiology & Cancer),,8,14.5,-44.8
20210704,S37000018,Planned,,Medical (incl. Cardiology & Cancer),,14,18.5,-24.3
20210704,S37000018,Planned,,Surgery,,27,36,-25
20210704,S37000019,Planned,,All,d,42,71.5,-41.3
20210704,S37000019,Planned,,Medical (excl. Cardiology & Cancer),,5,13,-61.5
20210704,S37000019,Planned,,Medical (incl. Cardiology & Cancer),,5,17.5,-71.4
20210704,S37000019,Planned,,Surgery,,32,48,-33.3
20210704,S37000020,Planned,,All,d,50,60,-16.7
20210704,S37000020,Planned,,Cancer,,5,2,150
20210704,S37000020,Planned,,Medical (excl. Cardiology & Cancer),,7,13,-46.2
20210704,S37000020,Planned,,Medical (incl. Cardiology & Cancer),,16,17.5,-8.6
20210704,S37000020,Planned,,Surgery,,31,35.5,-12.7
20210704,S37000022,Planned,,All,d,15,16,-6.2
20210704,S37000022,Planned,,Surgery,,9,9,0
20210704,S37000024,Planned,,All,d,98,151,-35.1
20210704,S37000024,Planned,,Gynaecology,,5,11,-54.5
20210704,S37000024,Planned,,Medical (excl. Cardiology & Cancer),,22,28.5,-22.8
20210704,S37000024,Planned,,Medical (incl. Cardiology & Cancer),,27,47.5,-43.2
20210704,S37000024,Planned,,Paediatrics (medical & surgical),,6,8,-25
20210704,S37000024,Planned,,Paediatrics (medical),,6,3.5,71.4
20210704,S37000024,Planned,,Surgery,,60,84,-28.6
20210704,S37000025,Planned,,All,d,61,73.5,-17
20210704,S37000025,Planned,,Cardiology,,10,6,66.7
20210704,S37000025,Planned,,Community,,18,13.5,33.3
20210704,S37000025,Planned,,Medical (incl. Cardiology & Cancer),,18,19,-5.3
20210704,S37000025,Planned,,Surgery,,25,40,-37.5
20210704,S37000026,Planned,,All,d,13,14.5,-10.3
20210704,S37000026,Planned,,Medical (excl. Cardiology & Cancer),,5,4,25
20210704,S37000026,Planned,,Medical (incl. Cardiology & Cancer),,5,4.5,11.1
20210704,S37000026,Planned,,Surgery,,8,7.5,6.7
20210704,S37000027,Planned,,All,d,36,43.5,-17.2
20210704,S37000027,Planned,,Cancer,,5,4.5,11.1
20210704,S37000027,Planned,,Medical (excl. Cardiology & Cancer),,5,6.5,-23.1
20210704,S37000027,Planned,,Medical (incl. Cardiology & Cancer),,12,12.5,-4
20210704,S37000027,Planned,,Surgery,,21,27,-22.2
20210704,S37000028,Planned,,All,d,152,194,-21.6
20210704,S37000028,Planned,,Cancer,,6,6.5,-7.7
20210704,S37000028,Planned,,Gynaecology,,8,11,-27.3
20210704,S37000028,Planned,,Medical (excl. Cardiology & Cancer),,17,34,-50
20210704,S37000028,Planned,,Medical (incl. Cardiology & Cancer),,25,45.5,-45.1
20210704,S37000028,Planned,,Paediatrics (medical & surgical),,43,42,2.4
20210704,S37000028,Planned,,Paediatrics (medical),,43,41,4.9
20210704,S37000028,Planned,,Surgery,,76,95.5,-20.4
20210704,S37000029,Planned,,All,d,74,95,-22.1
20210704,S37000029,Planned,,Medical (excl. Cardiology & Cancer),,28,31.5,-11.1
20210704,S37000029,Planned,,Medical (incl. Cardiology & Cancer),,33,38.5,-14.3
20210704,S37000029,Planned,,Surgery,,35,47,-25.5
20210704,S37000030,Planned,,All,d,67,104,-35.6
20210704,S37000030,Planned,,Gynaecology,,6,9.5,-36.8
20210704,S37000030,Planned,,Medical (excl. Cardiology & Cancer),,11,9.5,15.8
20210704,S37000030,Planned,,Medical (incl. Cardiology & Cancer),,16,16.5,-3
20210704,S37000030,Planned,,Paediatrics (medical & surgical),,7,7,0
20210704,S37000030,Planned,,Paediatrics (medical),,5,5,0
20210704,S37000030,Planned,,Surgery,,38,68,-44.1
20210704,S37000031,Planned,,All,d,21,34,-38.2
20210704,S37000031,Planned,,Surgery,,13,20.5,-36.6
20210704,S37000032,Planned,,All,d,155,228,-32
20210704,S37000032,Planned,,Cardiology,,6,15,-60
20210704,S37000032,Planned,,Gynaecology,,12,20.5,-41.5
20210704,S37000032,Planned,,Medical (excl. Cardiology & Cancer),,23,30,-23.3
20210704,S37000032,Planned,,Medical (incl. Cardiology & Cancer),,32,52,-38.5
20210704,S37000032,Planned,,Surgery,,106,135,-21.5
20210704,S37000033,Planned,,All,d,53,93,-43
20210704,S37000033,Planned,,Cardiology,,6,4.5,33.3
20210704,S37000033,Planned,,Gynaecology,,7,6,16.7
20210704,S37000033,Planned,,Medical (excl. Cardiology & Cancer),,8,6.5,23.1
20210704,S37000033,Planned,,Medical (incl. Cardiology & Cancer),,15,15,0
20210704,S37000033,Planned,,Paediatrics (medical & surgical),,8,7,14.3
20210704,S37000033,Planned,,Paediatrics (medical),,6,6,0
20210704,S37000033,Planned,,Surgery,,23,61.5,-62.6
20210704,S37000034,Planned,,All,d,486,499,-2.6
20210704,S37000034,Planned,,Cancer,,17,14,21.4
20210704,S37000034,Planned,,Cardiology,,16,14.5,10.3
20210704,S37000034,Planned,,Gynaecology,,48,38,26.3
20210704,S37000034,Planned,,Medical (excl. Cardiology & Cancer),,121,148,-18.2
20210704,S37000034,Planned,,Medical (incl. Cardiology & Cancer),,154,176.5,-12.7
20210704,S37000034,Planned,,Paediatrics (medical & surgical),,18,20.5,-12.2
20210704,S37000034,Planned,,Paediatrics (medical),,13,16,-18.8
20210704,S37000034,Planned,,Paediatrics (surgical),,5,4.5,11.1
20210704,S37000034,Planned,,Surgery,,266,262,1.5
20210704,S37000035,Planned,,All,d,149,213.5,-30.2
20210704,S37000035,Planned,,Gynaecology,,7,17,-58.8
20210704,S37000035,Planned,,Medical (excl. Cardiology & Cancer),,26,28,-7.1
20210704,S37000035,Planned,,Medical (incl. Cardiology & Cancer),,31,41.5,-25.3
20210704,S37000035,Planned,,Paediatrics (medical & surgical),,53,52,1.9
20210704,S37000035,Planned,,Paediatrics (medical),,50,50,0
20210704,S37000035,Planned,,Surgery,,58,102.5,-43.4
20210711,S37000001,Planned,,All,d,57,130,-56.2
20210711,S37000001,Planned,,Medical (excl. Cardiology & Cancer),,11,39.5,-72.2
20210711,S37000001,Planned,,Medical (incl. Cardiology & Cancer),,13,46,-71.7
20210711,S37000001,Planned,,Surgery,,42,75.5,-44.4
20210711,S37000002,Planned,,All,d,101,155.5,-35
20210711,S37000002,Planned,,Medical (excl. Cardiology & Cancer),,17,42.5,-60
20210711,S37000002,Planned,,Medical (incl. Cardiology & Cancer),,23,50.5,-54.5
20210711,S37000002,Planned,,Surgery,,73,87,-16.1
20210711,S37000003,Planned,,All,d,51,56,-8.9
20210711,S37000003,Planned,,Medical (excl. Cardiology & Cancer),,14,17,-17.6
20210711,S37000003,Planned,,Medical (incl. Cardiology & Cancer),,18,21.5,-16.3
20210711,S37000003,Planned,,Surgery,,26,26,0
20210711,S37000004,Planned,,All,d,73,96,-24
20210711,S37000004,Planned,,Community,,6,7,-14.3
20210711,S37000004,Planned,,Medical (excl. Cardiology & Cancer),,17,19,-10.5
20210711,S37000004,Planned,,Medical (incl. Cardiology & Cancer),,19,30,-36.7
20210711,S37000004,Planned,,Surgery,,42,47.5,-11.6
20210711,S37000005,Planned,,All,d,93,119,-21.8
20210711,S37000005,Planned,,Medical (excl. Cardiology & Cancer),,31,45,-31.1
20210711,S37000005,Planned,,Medical (incl. Cardiology & Cancer),,38,52.5,-27.6
20210711,S37000005,Planned,,Paediatrics (medical & surgical),,19,5.5,245.5
20210711,S37000005,Planned,,Paediatrics (medical),,18,5.5,227.3
20210711,S37000005,Planned,,Surgery,,33,55,-40
20210711,S37000006,Planned,,All,d,82,104.5,-21.5
20210711,S37000006,Planned,,Cancer,,9,7,28.6
20210711,S37000006,Planned,,Cardiology,,5,5,0
20210711,S37000006,Planned,,Community,,14,11.5,21.7
20210711,S37000006,Planned,,Medical (excl. Cardiology & Cancer),,19,23.5,-19.1
20210711,S37000006,Planned,,Medical (incl. Cardiology & Cancer),,33,35.5,-7
20210711,S37000006,Planned,,Paediatrics (medical & surgical),,9,7,28.6
20210711,S37000006,Planned,,Paediatrics (medical),,8,6.5,23.1
20210711,S37000006,Planned,,Surgery,,23,47,-51.1
20210711,S37000007,Planned,,All,d,67,73.5,-8.8
20210711,S37000007,Planned,,Gynaecology,,5,3.5,42.9
20210711,S37000007,Planned,,Medical (excl. Cardiology & Cancer),,10,15.5,-35.5
20210711,S37000007,Planned,,Medical (incl. Cardiology & Cancer),,15,21.5,-30.2
20210711,S37000007,Planned,,Paediatrics (medical & surgical),,11,10,10
20210711,S37000007,Planned,,Paediatrics (medical),,11,9,22.2
20210711,S37000007,Planned,,Surgery,,36,38.5,-6.5
20210711,S37000008,Planned,,All,d,44,45,-2.2
20210711,S37000008,Planned,,Medical (excl. Cardiology & Cancer),,5,8.5,-41.2
20210711,S37000008,Planned,,Medical (incl. Cardiology & Cancer),,8,11.5,-30.4
20210711,S37000008,Planned,,Paediatrics (medical & surgical),,7,2,250
20210711,S37000008,Planned,,Paediatrics (medical),,6,1.5,300
20210711,S37000008,Planned,,Surgery,,28,31.5,-11.1
20210711,S37000009,Planned,,All,d,85,106,-19.8
20210711,S37000009,Planned,,Medical (excl. Cardiology & Cancer),,19,34.5,-44.9
20210711,S37000009,Planned,,Medical (incl. Cardiology & Cancer),,25,40,-37.5
20210711,S37000009,Planned,,Surgery,,57,57,0
20210711,S37000010,Planned,,All,d,35,45.5,-23.1
20210711,S37000010,Planned,,Cancer,,6,3,100
20210711,S37000010,Planned,,Medical (excl. Cardiology & Cancer),,6,8.5,-29.4
20210711,S37000010,Planned,,Medical (incl. Cardiology & Cancer),,13,12.5,4
20210711,S37000010,Planned,,Surgery,,17,27.5,-38.2
20210711,S37000011,Planned,,All,d,44,78,-43.6
20210711,S37000011,Planned,,Gynaecology,,6,5,20
20210711,S37000011,Planned,,Medical (excl. Cardiology & Cancer),,11,26.5,-58.5
20210711,S37000011,Planned,,Medical (incl. Cardiology & Cancer),,14,30,-53.3
20210711,S37000011,Planned,,Surgery,,22,40,-45
20210711,S37000012,Planned,,All,d,154,209.5,-26.5
20210711,S37000012,Planned,,Cancer,,20,14.5,37.9
20210711,S37000012,Planned,,Gynaecology,,12,16.5,-27.3
20210711,S37000012,Planned,,Medical (excl. Cardiology & Cancer),,31,40,-22.5
20210711,S37000012,Planned,,Medical (incl. Cardiology & Cancer),,52,60.5,-14
20210711,S37000012,Planned,,Paediatrics (medical & surgical),,6,9.5,-36.8
20210711,S37000012,Planned,,Paediatrics (medical),,5,5,0
20210711,S37000012,Planned,,Surgery,,82,122.5,-33.1
20210711,S37000013,Planned,,All,d,104,130,-20
20210711,S37000013,Planned,,Gynaecology,,8,5,60
20210711,S37000013,Planned,,Medical (excl. Cardiology & Cancer),,27,60.5,-55.4
20210711,S37000013,Planned,,Medical (incl. Cardiology & Cancer),,33,68.5,-51.8
20210711,S37000013,Planned,,Paediatrics (medical & surgical),,27,9,200
20210711,S37000013,Planned,,Paediatrics (medical),,27,9,200
20210711,S37000013,Planned,,Surgery,,36,47.5,-24.2
20210711,S37000016,Planned,,All,d,132,173,-23.7
20210711,S37000016,Planned,,Cancer,,11,8.5,29.4
20210711,S37000016,Planned,,Cardiology,,7,8,-12.5
20210711,S37000016,Planned,,Community,,5,14.5,-65.5
20210711,S37000016,Planned,,Gynaecology,,5,8,-37.5
20210711,S37000016,Planned,,Medical (excl. Cardiology & Cancer),,30,45.5,-34.1
20210711,S37000016,Planned,,Medical (incl. Cardiology & Cancer),,48,62,-22.6
20210711,S37000016,Planned,,Paediatrics (medical & surgical),,5,6,-16.7
20210711,S37000016,Planned,,Paediatrics (medical),,5,5,0
20210711,S37000016,Planned,,Surgery,,69,82.5,-16.4
20210711,S37000017,Planned,,All,d,45,53,-15.1
20210711,S37000017,Planned,,Medical (excl. Cardiology & Cancer),,9,18,-50
20210711,S37000017,Planned,,Medical (incl. Cardiology & Cancer),,9,21.5,-58.1
20210711,S37000017,Planned,,Surgery,,28,21.5,30.2
20210711,S37000018,Planned,,All,d,29,51,-43.1
20210711,S37000018,Planned,,Gynaecology,,5,0.5,900
20210711,S37000018,Planned,,Medical (excl. Cardiology & Cancer),,6,8.5,-29.4
20210711,S37000018,Planned,,Medical (incl. Cardiology & Cancer),,9,13.5,-33.3
20210711,S37000018,Planned,,Surgery,,13,34.5,-62.3
20210711,S37000019,Planned,,All,d,37,47.5,-22.1
20210711,S37000019,Planned,,Medical (excl. Cardiology & Cancer),,7,9,-22.2
20210711,S37000019,Planned,,Medical (incl. Cardiology & Cancer),,9,13,-30.8
20210711,S37000019,Planned,,Surgery,,24,28,-14.3
20210711,S37000020,Planned,,All,d,39,62,-37.1
20210711,S37000020,Planned,,Medical (excl. Cardiology & Cancer),,10,14.5,-31
20210711,S37000020,Planned,,Medical (incl. Cardiology & Cancer),,16,20.5,-22
20210711,S37000020,Planned,,Surgery,,19,36,-47.2
20210711,S37000022,Planned,,All,d,14,17,-17.6
20210711,S37000022,Planned,,Medical (incl. Cardiology & Cancer),,6,6.5,-7.7
20210711,S37000022,Planned,,Surgery,,8,8.5,-5.9
20210711,S37000024,Planned,,All,d,102,145.5,-29.9
20210711,S37000024,Planned,,Gynaecology,,16,16.5,-3
20210711,S37000024,Planned,,Medical (excl. Cardiology & Cancer),,18,32.5,-44.6
20210711,S37000024,Planned,,Medical (incl. Cardiology & Cancer),,25,52.5,-52.4
20210711,S37000024,Planned,,Paediatrics (medical & surgical),,6,6,0
20210711,S37000024,Planned,,Paediatrics (medical),,5,4.5,11.1
20210711,S37000024,Planned,,Surgery,,55,70.5,-22
20210711,S37000025,Planned,,All,d,63,75.5,-16.6
20210711,S37000025,Planned,,Cardiology,,8,4,100
20210711,S37000025,Planned,,Community,,18,11.5,56.5
20210711,S37000025,Planned,,Medical (excl. Cardiology & Cancer),,7,11.5,-39.1
20210711,S37000025,Planned,,Medical (incl. Cardiology & Cancer),,16,17.5,-8.6
20210711,S37000025,Planned,,Surgery,,29,45.5,-36.3
20210711,S37000026,Planned,,All,d,9,14.5,-37.9
20210711,S37000026,Planned,,Surgery,,6,10.5,-42.9
20210711,S37000027,Planned,,All,d,31,51,-39.2
20210711,S37000027,Planned,,Medical (excl. Cardiology & Cancer),,12,8.5,41.2
20210711,S37000027,Planned,,Medical (incl. Cardiology & Cancer),,18,11.5,56.5
20210711,S37000027,Planned,,Surgery,,13,35.5,-63.4
20210711,S37000028,Planned,,All,d,166,196,-15.3
20210711,S37000028,Planned,,Cancer,,6,9,-33.3
20210711,S37000028,Planned,,Gynaecology,,5,11.5,-56.5
20210711,S37000028,Planned,,Medical (excl. Cardiology & Cancer),,24,38,-36.8
20210711,S37000028,Planned,,Medical (incl. Cardiology & Cancer),,33,49.5,-33.3
20210711,S37000028,Planned,,Paediatrics (medical & surgical),,50,43.5,14.9
20210711,S37000028,Planned,,Paediatrics (medical),,49,43,14
20210711,S37000028,Planned,,Surgery,,78,91.5,-14.8
20210711,S37000029,Planned,,All,d,67,86,-22.1
20210711,S37000029,Planned,,Cancer,,8,1.5,433.3
20210711,S37000029,Planned,,Cardiology,,5,1.5,233.3
20210711,S37000029,Planned,,Gynaecology,,6,5.5,9.1
20210711,S37000029,Planned,,Medical (excl. Cardiology & Cancer),,26,27.5,-5.5
20210711,S37000029,Planned,,Medical (incl. Cardiology & Cancer),,39,30.5,27.9
